phi_mid,ratio,n_pix,tracer,shell,r_sh
65.0,1.1370412479807794,433,THINGS RO,1,7.031
75.0,1.6609531900378591,434,THINGS RO,1,7.031
85.0,0.9335709689360497,436,THINGS RO,1,7.031
95.0,1.063963659924745,436,THINGS RO,1,7.031
105.0,1.090499284624836,436,THINGS RO,1,7.031
115.0,1.071831076885332,435,THINGS RO,1,7.031
125.0,1.4361211674826984,432,THINGS RO,1,7.031
135.0,1.3193116303905807,436,THINGS RO,1,7.031
145.0,1.5443226890623938,434,THINGS RO,1,7.031
155.0,1.088420375335695,425,THINGS RO,1,7.031
165.0,1.5040045441917034,399,THINGS RO,1,7.031
175.0,1.9339574139880555,370,THINGS RO,1,7.031
185.0,2.6081203242500823,349,THINGS RO,1,7.031
195.0,3.1272368374757065,406,THINGS RO,1,7.031
205.0,4.439350349968142,437,THINGS RO,1,7.031
215.0,2.9521066006246977,434,THINGS RO,1,7.031
225.0,2.35445087863964,436,THINGS RO,1,7.031
235.0,1.5761885993672755,434,THINGS RO,1,7.031
245.0,1.8896039135299156,435,THINGS RO,1,7.031
255.0,2.1900979013894184,437,THINGS RO,1,7.031
265.0,1.6392145351146157,434,THINGS RO,1,7.031
275.0,1.4898724302010025,436,THINGS RO,1,7.031
285.0,1.576585852553933,433,THINGS RO,1,7.031
295.0,1.6510912575400218,433,THINGS RO,1,7.031
305.0,2.288790212473795,436,THINGS RO,1,7.031
315.0,1.899290435515635,422,THINGS RO,1,7.031
325.0,1.633609927777931,410,THINGS RO,1,7.031
335.0,1.6549724087181548,349,THINGS RO,1,7.031
345.0,1.950441239845395,369,THINGS RO,1,7.031
355.0,1.7736160927838158,359,THINGS RO,1,7.031
5.0,5.015350108642322,131,WISE W1,1,7.031
15.0,4.991054507130118,130,WISE W1,1,7.031
25.0,5.399368288903288,129,WISE W1,1,7.031
35.0,5.665429876762621,129,WISE W1,1,7.031
45.0,4.100222832310681,133,WISE W1,1,7.031
55.0,3.9474844686117425,127,WISE W1,1,7.031
65.0,4.1314617313368185,129,WISE W1,1,7.031
75.0,4.4513411419987055,130,WISE W1,1,7.031
85.0,2.9492421322693843,130,WISE W1,1,7.031
95.0,2.333947442634654,129,WISE W1,1,7.031
105.0,2.1395405846711584,130,WISE W1,1,7.031
115.0,2.29451840870592,130,WISE W1,1,7.031
125.0,2.550320966270609,130,WISE W1,1,7.031
135.0,2.336086977691142,129,WISE W1,1,7.031
145.0,3.096653960905246,128,WISE W1,1,7.031
155.0,2.7761903467637294,131,WISE W1,1,7.031
165.0,2.816988610233924,130,WISE W1,1,7.031
175.0,3.166488388216246,129,WISE W1,1,7.031
185.0,3.6368601165204946,130,WISE W1,1,7.031
195.0,3.8213112100851734,132,WISE W1,1,7.031
205.0,4.870468412439061,129,WISE W1,1,7.031
215.0,5.0831494427679695,130,WISE W1,1,7.031
225.0,4.357370786142076,130,WISE W1,1,7.031
235.0,4.324902431377004,129,WISE W1,1,7.031
245.0,7.91831876143769,128,WISE W1,1,7.031
255.0,5.9772479687992535,130,WISE W1,1,7.031
265.0,3.1658396713278556,129,WISE W1,1,7.031
275.0,3.3585761016748568,130,WISE W1,1,7.031
285.0,2.874269694903049,130,WISE W1,1,7.031
295.0,2.462021081861001,129,WISE W1,1,7.031
305.0,2.626677075380873,129,WISE W1,1,7.031
315.0,2.585310832526777,132,WISE W1,1,7.031
325.0,2.9750412914183975,133,WISE W1,1,7.031
335.0,3.041603644024627,127,WISE W1,1,7.031
345.0,3.4160343531326443,130,WISE W1,1,7.031
355.0,4.023566837140416,130,WISE W1,1,7.031
