galaxy,r_sh,MOM0_ratio,pct_in_gal,z_score,n_pix_in,survey
NGC0891,8.759431672686521,1.8095072282609266,76.11940298507463,0.8404469192123104,702,HALOGAS
NGC1003,16.340598594988574,0.3046259283272978,5.882352941176471,-1.8643404866149842,163,HALOGAS
NGC2403,1.0561385114192423,0.9728984687270534,84.90566037735849,1.2913739360156147,419,HALOGAS
NGC2403,3.9552946625572583,1.3119374210721173,96.22641509433963,1.8962974114717965,5791,HALOGAS
NGC2403,5.982278043977403,1.174318883853333,79.24528301886792,1.0302187960909523,13268,HALOGAS
NGC5055,8.787759368282599,1.6074513927341436,88.40579710144928,1.4415105778257482,4106,HALOGAS
NGC5055,14.867747804520995,1.637877848112081,57.971014492753625,-0.42232356496049467,11344,HALOGAS
