Galaxy,T,V_flat,n_pts,M_central_estimate,fw_best_n_shells,fw_best_bic,fw_best_chi2,fw_best_chi2_red,burk_rho0,burk_a_kpc,shell1_r_kpc,shell1_M,shell1_sigma_kpc,shell1_M_BH_single,shell1_decomp_n_BH,shell1_decomp_M_BH_each,shell1_decomp_central_ratio,shell1_decomp_acceptable,shell2_r_kpc,shell2_M,shell2_sigma_kpc,shell2_M_BH_single,shell2_decomp_n_BH,shell2_decomp_M_BH_each,shell2_decomp_central_ratio,shell2_decomp_acceptable,shell3_r_kpc,shell3_M,shell3_sigma_kpc,shell3_M_BH_single,shell3_decomp_n_BH,shell3_decomp_M_BH_each,shell3_decomp_central_ratio,shell3_decomp_acceptable,shell4_r_kpc,shell4_M,shell4_sigma_kpc,shell4_M_BH_single,shell4_decomp_n_BH,shell4_decomp_M_BH_each,shell4_decomp_central_ratio,shell4_decomp_acceptable
UGC06786,0,219.4,45,103429201.27040446,1,34.83218512487482,15.79887267602322,0.39497181690058053,45954675.67025679,8.645269281545033,2.5867202206836293,11071532516.641003,0.7457483502247935,0.04923837011603963,1.0,0.04923837011603963,4.760586904979691e-10,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC06787,2,248.1,71,177647782.7721741,3,83.14177169669445,39.061106659137266,0.8877524240713015,441634402.31700087,1.781337720002554,8.150372012332019,63588289654.14699,1.4472891474187775,98.78490254001623,1.0,98.78490254001623,5.560716885878828e-07,True,19.705208185401123,122498081248.83946,2.2414200442804773,1711.4428243088598,1.0,1711.4428243088598,9.633910413076837e-06,True,29.999999999999996,229764545407.28873,5.789080434935263,26398.613159265413,1.0,26398.613159265413,0.00014860085922446069,True,,,,,,,,
UGC06818,9,71.2,8,731331.0298533167,1,11.288786811907789,0.8915791035086099,0.29719303450287,2912296.854740577,125.20014889884102,4.0534819660919945,3001883447.3707504,0.61884501387029,0.00016852453734558963,1.0,0.00016852453734558963,2.3043537121539975e-10,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC06917,9,108.7,11,4705567.662210564,0,6.556312986878037,1.760522441281296,0.19561360458681068,56228968.06962987,3.6522626940250005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06923,10,79.6,6,1194591.7927287365,0,5.5116390082774265,1.9281200698213166,0.48203001745532914,43092401.86021292,3.3496801787282755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06930,7,107.2,10,4426485.889997743,0,6.010468665961978,1.4052984799738863,0.1756623099967358,51726143.91696869,3.689289726918375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06983,6,109.0,17,4762978.482869276,0,12.017767222342373,6.351340534229941,0.423422702281996,78748790.74962184,3.1921395356935975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07125,9,65.2,13,496468.21570418647,0,7.842293000217515,2.7123942852944407,0.24658129866313097,9598135.84638147,4.759321149349251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07151,6,73.5,11,841136.1931588579,0,12.946831158902082,8.15104061330534,0.9056711792561489,123576786.08772053,1.5734536849465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07261,8,74.7,7,903259.7883988287,0,5.754026311539008,1.8622060134283807,0.37244120268567615,153922409.00894353,1.4913866829472762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07399,8,103.0,10,3712665.4569052053,1,11.613883230131266,0.10095776516103581,0.02019155303220716,45384725.715428546,4.585184924687524,1.3917249614698477,2297821478.750272,0.5821246824839797,5.268971364311511e-05,1.0,5.268971364311511e-05,1.419188296244609e-11,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC07524,9,79.5,31,1188002.6098092017,0,13.626393236574307,6.7584188276040145,0.2330489250897936,31553758.97443482,3.6000872037576017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07603,7,61.6,12,386684.8544890269,0,7.004020754529754,2.034207454953753,0.2034207454953753,129718014.05506244,1.5347719427644122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07690,10,57.4,7,283409.4682120008,0,4.447663585245866,0.5558432871352403,0.11116865742704807,408249960.6240756,0.6988472791637885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08286,6,82.4,17,1390854.6925025901,1,14.50391985402109,0.33785313374000947,0.028154427811667455,38130803.662844546,3.541839590664016,1.3456074966443636,1292459500.1042535,0.4312207632977297,4.311850579458147e-06,1.0,4.311850579458147e-06,3.100144538966724e-12,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC08490,9,78.6,30,1129955.215859999,1,17.66696304500456,0.6609761366937834,0.026439045467751335,48094826.28184905,2.901790562143211,1.2874084404075095,1355228762.5818539,0.6069645983723152,5.2997435477227266e-06,1.0,5.2997435477227266e-06,4.6902244206989556e-12,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC08550,7,56.9,11,272706.82100892323,0,13.265960515594628,8.470169969997887,0.9411299966664318,130582865.48878297,1.306083301467354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08699,2,182.4,41,45889285.75763539,2,30.31859988828877,1.4312565871349736,0.04935367541844737,5864088.401707316,22.38290513265068,1.7265157739123738,5900294180.012525,0.38570037983918576,0.00318640111069407,1.0,0.00318640111069407,6.943671181815885e-11,True,6.378471442564271,23588973276.58958,1.363441912944134,1.3221609220989723,1.0,1.3221609220989723,2.881197430445911e-08,True,,,,,,,,,,,,,,,,
UGC09037,6,152.3,22,20753034.27292837,0,14.399006527445172,8.510128569112291,0.500595798183076,4474452.12341277,20.96699505001945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09133,2,226.8,68,119682719.68368636,3,122.92824985495388,77.18053593799749,1.4562365271320281,19241028.760646418,11.890297878258002,9.298141724692686,53413284430.26775,2.5193711589287013,46.267324379549535,1.0,46.267324379549535,3.8658316339928656e-07,True,79.99999999999999,67077129482.625404,2.271981854831034,124.62321193417445,1.0,124.62321193417445,1.041279912952726e-06,True,51.60116760138452,157556010177.17224,3.462991894577296,5114.958792741834,1.0,5114.958792741834,4.273765507886466e-05,True,,,,,,,,
UGC09992,10,33.6,5,26859.30984098464,0,3.291939587283007,0.0730637624148062,0.024354587471602063,200855889.95235482,0.5254640964979197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC10310,9,71.4,7,740413.2131815673,0,4.359828289248686,0.4680079911380594,0.09360159822761188,71054740.25910194,2.136004470034946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC11455,6,269.4,36,255241583.75310653,1,56.80425503045451,39.321717223122114,1.4043470436829326,1447083.0792671405,199.99999999995242,12.217057814129921,118400967621.81384,4.788371194972779,1476.0305441152498,1.0,1476.0305441152498,5.782876451444543e-06,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC11914,2,288.1,65,342919644.67657655,1,29.717357469923815,9.001683837966151,0.15520144548217502,4296468500.166586,0.7195929201984524,11.291467640662416,290376620515.6003,3.106892557292701,73094.24124549644,1.0,73094.24124549644,0.00021315267987762851,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC12506,6,234.0,31,137325693.60108662,1,19.022076055444895,1.852140033019165,0.07123615511612173,317445424.5043048,2.9079259895551544,23.776062592520976,223184511771.17468,9.383739938516465,23264.227149923954,1.0,23264.227149923954,0.00016940913633761446,True,,,,,,,,,,,,,,,,,,,,,,,,
UGC12632,9,71.7,15,754199.6274737732,0,6.270515158446206,0.854414756241786,0.06572421201859892,42024085.77712476,2.8508320987092697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGCA442,9,56.4,8,262319.2042024069,0,7.839696489603175,3.6808134062435034,0.6134689010405839,32126558.158034768,2.842307737493601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGCA444,10,37.0,36,41047.774376960406,0,14.567417119997327,7.400379243085107,0.2176582130319149,54074905.90566275,1.2529956151678772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
