Galaxy,T,V_flat,burk_a_kpc,burk_bic,burk_chi2,burk_chi2_red,burk_rho0,fw_best_bic,fw_best_chi2,fw_best_chi2_red,fw_best_n_shells,fw_n0_bic,fw_n0_chi2,fw_n0_chi2_red,fw_n1_M_sh1,fw_n1_bic,fw_n1_chi2,fw_n1_chi2_red,fw_n1_r_sh1_kpc,fw_n1_sigma_sh1_kpc,fw_n2_M_sh1,fw_n2_M_sh2,fw_n2_bic,fw_n2_chi2,fw_n2_chi2_red,fw_n2_r_sh1_kpc,fw_n2_r_sh2_kpc,fw_n2_sigma_sh1_kpc,fw_n2_sigma_sh2_kpc,is_clean,logM_halo,logM_star,n_excluded,n_pts_total,n_pts_used,nfw_bic,nfw_chi2,nfw_chi2_red,nfw_r_s_kpc,nfw_rho_s,ratio_fw_over_burk,ratio_fw_over_nfw
NGC2403,6,131.2,3.705781476857178,1359.6138375716662,1351.0329186893694,19.028632657596752,81962139.25436457,114.42656883624645,80.10289330705932,1.2323522047239894,2,1359.6138375716662,1351.0329186893694,19.028632657596752,762373347.8166848,193.62975670797627,172.1774595022343,2.5320214632681517,0.803067504612695,0.3130966155478969,44514409247.18862,13101971112.550333,114.42656883624645,80.10289330705932,1.2323522047239894,13.23193627346445,5.192963938148279,3.642203629561701,1.3085768416662544,True,11.77714600176746,9.70074697141346,0,73,73,355.9876675100195,347.4067486277227,4.893052797573559,14.055840390492559,6810494.727896956,0.059290112179329245,0.23057379749665344
NGC2683,3,154.0,3.9724783829448747,11.021381341119248,6.225590795522508,0.691732310613612,112155433.73828346,11.021381341119248,6.225590795522508,0.691732310613612,0,11.021381341119248,6.225590795522508,0.691732310613612,48633108900.9267,17.220246354589964,5.23076999059811,0.8717949984330183,6.620639181479358,3.173540779748314,9409672455.136322,25953047958.868492,23.570685389432743,4.387523207045778,1.4625077356819258,8.327069451300925,26.953014856924128,0.5417687013254994,0.6644924690743188,True,11.985906659157925,10.604307070617006,0,11,11,12.43360402471577,7.637813479119028,0.8486459421243365,6.7807749702310725,36882453.05596119,1.0,0.8151011821043564
NGC2841,3,284.8,6.0484655032770345,343.5196292170466,335.6955832061903,6.993657983462298,169084788.14057884,44.965035589955626,13.668851546530458,0.32544884634596327,2,343.5196292170466,335.6955832061903,6.993657983462298,999999999999.9999,59.40662428912897,39.846509261988245,0.8854779835997388,63.420896780227146,21.154023827029484,388186550517.23016,128617154930.64214,44.965035589955626,13.668851546530458,0.32544884634596327,51.39387810885454,25.8765336150049,6.035266018275574,5.54833163476662,True,12.78696445154299,10.97340728300738,0,50,50,168.1544235055334,160.33037749467712,3.3402161978057734,11.470170812281529,43548934.63877465,0.040717996394175976,0.08525428406094944
NGC2903,4,184.6,6.765686911744841,59.02766407826883,52.29307241829588,1.9367804599368843,45333489.948091865,37.933728319184695,21.09724916925233,0.879052048718847,1,59.02766407826883,52.29307241829588,1.9367804599368843,19597078696.9586,37.933728319184695,21.09724916925233,0.879052048718847,7.0312917735428915,2.1067688480614453,27369419896.618153,62435598945.37637,45.66759916911096,18.729232529219164,0.8918682156771031,6.892297324437638,12.92447722474567,2.0474952956013115,5.0736656920991985,False,12.222039586718214,10.612057660349793,5,34,29,164.84610022936334,158.1115085693904,5.855981798866311,18.39379531873576,6827965.317793906,0.40344252486245186,0.13343272327322953
NGC2976,5,85.4,3.3148266973941665,12.067090959510526,5.710983298814634,0.25959014994611973,83707766.50453162,12.067090959510526,5.710983298814634,0.25959014994611973,0,12.067090959510526,5.710983298814634,0.25959014994611973,573298131.6381757,21.233413535273886,5.343144383534159,0.28121812544916625,1.3352318174168483,0.47006963936111773,469047534.84370255,1258917810.7410958,30.884027826525546,5.45959718374198,0.34122482398387377,11.956147485477242,1.7080957611182273,0.8166023363309847,0.561865401176721,False,11.21771810871555,9.226728756856993,3,27,24,39.02724912622004,32.67114146552415,1.4850518847965524,499.99999999913337,89780.11788829906,1.0,0.17480207432731065
NGC2998,5,209.9,9.835266954168961,66.2497740286352,61.11987531371212,5.556352301246556,26182816.225747526,16.879072232906324,4.054325445598641,0.5067906806998301,1,66.2497740286352,61.11987531371212,5.556352301246556,17013768591.965336,16.879072232906324,4.054325445598641,0.5067906806998301,2.2543504311239353,1.075838369844492,14865977849.401749,87047305207.71463,23.02303070902417,2.503435849331874,0.5006871698663747,2.128258081747959,27.006843432761315,1.020539066947312,8.096718973494806,True,12.389381812395737,10.877665000130216,0,13,13,32.144814533475106,27.01491581855203,2.4559014380501845,17.210709298745957,8510254.259274911,0.06633399405330694,0.1500772933304646
NGC3109,9,66.2,4.6819461467899,9.864807034245707,3.427055384509307,0.14900240802214376,21153866.804470573,9.864807034245707,3.427055384509307,0.14900240802214376,0,9.864807034245707,3.427055384509307,0.14900240802214376,359269328.3575291,18.403720382450015,2.309341258109011,0.11546706290545054,2.219185182661312,0.7262928290249012,150322074.65249535,2410866553.80049,27.2419524823381,1.4909458833924936,0.08770269902308786,1.8024452257050076,5.088193594247933,0.28433136336150505,1.4440226667814753,True,10.885918464967634,7.986771734266245,0,25,25,158.94924056128653,152.51148891155012,6.630934300502179,499.99999999989745,42370.925165592525,1.0,0.022470801439076152
NGC3198,5,150.1,6.696269232646883,75.30719108070785,67.92943217247998,1.7876166361178942,34345557.705943584,37.00447166732794,18.56007439675826,0.5302878399073788,1,75.30719108070785,67.92943217247998,1.7876166361178942,677611832848.8344,37.00447166732794,18.56007439675826,0.5302878399073788,79.99999999999915,24.18957136146437,28984042734.579834,109324857567.78648,42.05617829829825,12.545142665386763,0.39203570829333634,12.615482850601893,38.41406788808449,4.620748895785301,10.915658269508786,False,11.952486573378346,10.281930588086734,3,43,40,58.32570275415799,50.94794384593011,1.3407353643665818,16.183444641012805,5793936.957600827,0.2732258139539909,0.3642948664009902
NGC3521,4,213.7,5.665716212311973,38.33459754975973,30.90745341635111,0.7924988055474643,71836502.73786022,20.782298770541857,2.2144384370203176,0.061512178806119935,1,38.33459754975973,30.90745341635111,0.7924988055474643,2793545364.806406,20.782298770541857,2.2144384370203176,0.061512178806119935,1.092071706255865,0.47245665591610786,3985659602.1135297,18362728895.883194,30.791229721534837,1.0826531879003718,0.032807672360617324,1.3119207145800202,6.244542029487689,0.6074220143557486,1.2914501909407863,True,12.412758063140744,10.627550187767522,0,41,41,20.173070131758653,12.745925998350037,0.32681861534230866,27.957256516728155,4274734.438841937,0.07164739220633438,0.17373696013196507
NGC3726,5,168.0,12.75952305283469,29.214183282389396,24.244369982813396,2.4244369982813394,9191219.288853958,18.010365005296563,5.58583175635656,0.7979759651937943,1,29.214183282389396,24.244369982813396,2.4244369982813394,17697929226.12658,18.010365005296563,5.58583175635656,0.7979759651937943,7.265215748763468,1.3441041532966553,11157737359.744146,6056331659.71143,24.94364523015883,5.064392031854825,1.2660980079637063,6.667072328036585,8.072952225720911,1.587113693723872,0.08601335127485724,True,12.099272341826122,10.545517407601492,0,12,12,25.395363638961236,20.425550339385236,2.0425550339385237,141.01767770992316,219466.8177252358,0.23039706786838773,0.27347276639032686
