phi_mid,ratio,n_pix,tracer,shell,r_sh
205.0,0.7038526586544062,402,THINGS RO,1,4.249
215.0,1.0679251726641918,415,THINGS RO,1,4.249
225.0,1.056883005727472,412,THINGS RO,1,4.249
235.0,0.6473139183883003,404,THINGS RO,1,4.249
245.0,1.297934585582383,416,THINGS RO,1,4.249
255.0,1.751367660208055,416,THINGS RO,1,4.249
265.0,1.2896136474834918,406,THINGS RO,1,4.249
275.0,0.9535946313491237,394,THINGS RO,1,4.249
285.0,0.8447442963718813,410,THINGS RO,1,4.249
295.0,0.5761632595479507,409,THINGS RO,1,4.249
305.0,1.0410204029328463,406,THINGS RO,1,4.249
315.0,0.6030386709485207,405,THINGS RO,1,4.249
325.0,0.5244254173045972,393,THINGS RO,1,4.249
335.0,1.0482610175157423,408,THINGS RO,1,4.249
345.0,0.9341209641098353,417,THINGS RO,1,4.249
355.0,0.7855424592589276,413,THINGS RO,1,4.249
5.0,1.1101153258991734,124,WISE W1,1,4.249
15.0,0.8713053751885121,121,WISE W1,1,4.249
25.0,1.2595708493964757,124,WISE W1,1,4.249
35.0,2.6586996514487238,123,WISE W1,1,4.249
45.0,2.982437327559891,124,WISE W1,1,4.249
55.0,3.6559000686458036,126,WISE W1,1,4.249
65.0,3.406187904513362,126,WISE W1,1,4.249
75.0,2.472500574313649,122,WISE W1,1,4.249
85.0,2.366011139333127,126,WISE W1,1,4.249
95.0,1.4112910433732633,124,WISE W1,1,4.249
105.0,1.123142709039636,123,WISE W1,1,4.249
115.0,1.0317674735724296,126,WISE W1,1,4.249
125.0,0.9845075569221926,125,WISE W1,1,4.249
135.0,1.3328391344400816,125,WISE W1,1,4.249
145.0,2.0968429578749195,129,WISE W1,1,4.249
155.0,2.5630692899539267,119,WISE W1,1,4.249
165.0,1.720568350452389,123,WISE W1,1,4.249
175.0,1.1978634393324368,124,WISE W1,1,4.249
185.0,2.343937066546377,125,WISE W1,1,4.249
195.0,1.9863402997181208,125,WISE W1,1,4.249
205.0,1.7823243446294224,125,WISE W1,1,4.249
215.0,2.0927195309046027,124,WISE W1,1,4.249
225.0,2.4528903534667683,124,WISE W1,1,4.249
235.0,1.8351276303430173,125,WISE W1,1,4.249
245.0,3.3982864918403286,131,WISE W1,1,4.249
255.0,2.990572624916415,120,WISE W1,1,4.249
265.0,2.361091369252271,124,WISE W1,1,4.249
275.0,1.6358238713378768,124,WISE W1,1,4.249
285.0,1.3701616777426222,124,WISE W1,1,4.249
295.0,1.1807723737856954,127,WISE W1,1,4.249
305.0,1.2492748874239779,124,WISE W1,1,4.249
315.0,0.9995042842022948,124,WISE W1,1,4.249
325.0,1.065102349024562,129,WISE W1,1,4.249
335.0,1.8987334171060224,121,WISE W1,1,4.249
345.0,1.7790314347408238,124,WISE W1,1,4.249
355.0,1.5088142461602303,124,WISE W1,1,4.249
5.0,1.9151980745765071,2829,THINGS NA,2,11.07
15.0,1.7303966554341075,2830,THINGS NA,2,11.07
25.0,2.4333371921368787,2797,THINGS NA,2,11.07
35.0,1.4602351777352471,2680,THINGS NA,2,11.07
45.0,0.8863426440726873,2502,THINGS NA,2,11.07
55.0,0.43956275059602196,2298,THINGS NA,2,11.07
65.0,0.4023521253053346,2606,THINGS NA,2,11.07
75.0,0.43891329249549704,2723,THINGS NA,2,11.07
85.0,0.4078596404384373,2796,THINGS NA,2,11.07
95.0,0.725569904918208,2829,THINGS NA,2,11.07
105.0,1.677350547103103,2835,THINGS NA,2,11.07
115.0,3.252524014031787,2831,THINGS NA,2,11.07
125.0,3.45006598543514,2835,THINGS NA,2,11.07
135.0,3.4447370732088483,2834,THINGS NA,2,11.07
145.0,1.243156200889361,2836,THINGS NA,2,11.07
155.0,1.663700781304212,2835,THINGS NA,2,11.07
165.0,1.5033490904213562,2837,THINGS NA,2,11.07
175.0,1.6199517807390853,2842,THINGS NA,2,11.07
185.0,1.6268455933885542,2841,THINGS NA,2,11.07
195.0,1.6231707972589993,2840,THINGS NA,2,11.07
205.0,1.8128576878368856,2842,THINGS NA,2,11.07
215.0,1.8905827263628794,2844,THINGS NA,2,11.07
225.0,2.1478452195277393,2846,THINGS NA,2,11.07
235.0,1.6157909803569304,2845,THINGS NA,2,11.07
245.0,1.3053017180366586,2848,THINGS NA,2,11.07
255.0,1.7478433583407236,2839,THINGS NA,2,11.07
265.0,1.2826708313284627,2844,THINGS NA,2,11.07
275.0,1.1544561285511123,2845,THINGS NA,2,11.07
285.0,2.120047167159204,2843,THINGS NA,2,11.07
295.0,1.41900552067354,2845,THINGS NA,2,11.07
305.0,1.5973443311512148,2836,THINGS NA,2,11.07
315.0,2.124022997467565,2828,THINGS NA,2,11.07
325.0,1.9786018411433535,2840,THINGS NA,2,11.07
335.0,1.8176260153231836,2837,THINGS NA,2,11.07
345.0,1.7267286407078286,2832,THINGS NA,2,11.07
355.0,2.0846433894429603,2835,THINGS NA,2,11.07
5.0,1.7232280296206206,2557,THINGS RO,2,11.07
15.0,1.4822657493251326,2535,THINGS RO,2,11.07
25.0,1.8620798633233282,2466,THINGS RO,2,11.07
35.0,1.504830528308708,2278,THINGS RO,2,11.07
45.0,0.8963475906219657,2106,THINGS RO,2,11.07
55.0,0.6155493895158219,1867,THINGS RO,2,11.07
65.0,0.582175258574054,2115,THINGS RO,2,11.07
75.0,0.6857638308540865,2217,THINGS RO,2,11.07
85.0,0.5812399297189618,2325,THINGS RO,2,11.07
95.0,0.8376153305068128,2636,THINGS RO,2,11.07
105.0,1.536513838057523,2800,THINGS RO,2,11.07
115.0,2.6658230494262765,2790,THINGS RO,2,11.07
125.0,2.8311149521730146,2780,THINGS RO,2,11.07
135.0,2.8100318831285107,2776,THINGS RO,2,11.07
145.0,1.288838409162047,2554,THINGS RO,2,11.07
155.0,1.5045580717793114,2777,THINGS RO,2,11.07
165.0,1.322732390932687,2796,THINGS RO,2,11.07
175.0,1.4484833385481124,2738,THINGS RO,2,11.07
185.0,1.467238918995698,2663,THINGS RO,2,11.07
195.0,1.4853694970790778,2652,THINGS RO,2,11.07
205.0,1.7275588283727688,2653,THINGS RO,2,11.07
215.0,1.8798152837835558,2782,THINGS RO,2,11.07
225.0,2.116033180381493,2791,THINGS RO,2,11.07
235.0,1.6042161721899117,2730,THINGS RO,2,11.07
245.0,1.2790248827862885,2790,THINGS RO,2,11.07
255.0,1.535643095913938,2770,THINGS RO,2,11.07
265.0,1.2693361431982404,2759,THINGS RO,2,11.07
275.0,1.1351175056873322,2818,THINGS RO,2,11.07
285.0,1.8334780274190228,2832,THINGS RO,2,11.07
295.0,1.3861917836481514,2749,THINGS RO,2,11.07
305.0,1.4108591477741685,2705,THINGS RO,2,11.07
315.0,1.7745752508656782,2611,THINGS RO,2,11.07
325.0,1.6016302084133511,2677,THINGS RO,2,11.07
335.0,1.548113244877048,2718,THINGS RO,2,11.07
345.0,1.5966456835518563,2576,THINGS RO,2,11.07
355.0,1.875107427695959,2645,THINGS RO,2,11.07
5.0,3.181712643510965,843,WISE W1,2,11.07
15.0,2.556578081993098,840,WISE W1,2,11.07
25.0,1.7936762434229105,843,WISE W1,2,11.07
35.0,2.245371366156334,844,WISE W1,2,11.07
45.0,2.062570912194387,842,WISE W1,2,11.07
55.0,2.214175396716351,841,WISE W1,2,11.07
65.0,3.170870802635655,842,WISE W1,2,11.07
75.0,2.545950791065758,842,WISE W1,2,11.07
85.0,1.8325162433790907,842,WISE W1,2,11.07
95.0,3.219246398600452,844,WISE W1,2,11.07
105.0,2.7989060550399105,843,WISE W1,2,11.07
115.0,6.377781207511932,839,WISE W1,2,11.07
125.0,11.261352242716319,844,WISE W1,2,11.07
135.0,8.786928684295674,843,WISE W1,2,11.07
145.0,5.4250192368207735,842,WISE W1,2,11.07
155.0,5.775050227497839,846,WISE W1,2,11.07
165.0,4.2352761174892715,847,WISE W1,2,11.07
175.0,4.615418378184068,845,WISE W1,2,11.07
185.0,5.409934081402316,844,WISE W1,2,11.07
195.0,3.8601397126256476,848,WISE W1,2,11.07
205.0,4.133449035363856,846,WISE W1,2,11.07
215.0,4.180410580036817,846,WISE W1,2,11.07
225.0,4.498866462601795,847,WISE W1,2,11.07
235.0,6.381235068569208,848,WISE W1,2,11.07
245.0,3.0138024275186637,848,WISE W1,2,11.07
255.0,1.596472033934616,848,WISE W1,2,11.07
265.0,2.3911088914860015,846,WISE W1,2,11.07
275.0,2.610149975946632,848,WISE W1,2,11.07
285.0,2.864538009104713,844,WISE W1,2,11.07
295.0,2.411916403890845,843,WISE W1,2,11.07
305.0,2.835986706195671,844,WISE W1,2,11.07
315.0,3.0459153056146437,845,WISE W1,2,11.07
325.0,5.728981733875777,848,WISE W1,2,11.07
335.0,4.860879368156417,844,WISE W1,2,11.07
345.0,2.4267149690560283,844,WISE W1,2,11.07
355.0,2.7976902288023497,845,WISE W1,2,11.07
