Galaxy,T,V_flat,burk_a_kpc,burk_bic,burk_chi2,burk_chi2_red,burk_rho0,fw_best_bic,fw_best_chi2,fw_best_chi2_red,fw_best_n_shells,fw_n0_bic,fw_n0_chi2,fw_n0_chi2_red,fw_n1_M_sh1,fw_n1_bic,fw_n1_chi2,fw_n1_chi2_red,fw_n1_r_sh1_kpc,fw_n1_sigma_sh1_kpc,fw_n2_M_sh1,fw_n2_M_sh2,fw_n2_bic,fw_n2_chi2,fw_n2_chi2_red,fw_n2_r_sh1_kpc,fw_n2_r_sh2_kpc,fw_n2_sigma_sh1_kpc,fw_n2_sigma_sh2_kpc,is_clean,logM_halo,logM_star,n_excluded,n_pts_total,n_pts_used,nfw_bic,nfw_chi2,nfw_chi2_red,nfw_r_s_kpc,nfw_rho_s,ratio_fw_over_burk,ratio_fw_over_nfw
NGC3769,3,118.6,7.287703986591269,8.981879026306043,4.37670884031795,0.5470886050397438,17747944.395359833,8.981879026306043,4.37670884031795,0.5470886050397438,0,8.981879026306043,4.37670884031795,0.5470886050397438,13275009968.608646,12.060806802972921,0.5478813380026912,0.10957626760053825,6.396241361652047,1.4526684635537583,9429385860.017612,2624398279.8880935,19.00369847012364,0.5830177261712753,0.29150886308563767,6.960632297200109,1.1336946551781422,0.07179652892855781,0.20298694643214202,False,11.645598563733266,9.970323626438503,2,12,10,9.62012094932728,5.014950763339187,0.6268688454173984,17.529919049568786,3165697.4194709193,1.0,0.8727321656501636
NGC3877,5,168.4,1.217018928306068,11.893078148195617,7.097287602598875,0.788587511399875,612510084.2649623,11.893078148195617,7.097287602598875,0.788587511399875,0,11.893078148195617,7.097287602598875,0.788587511399875,12669440790.713266,13.526834414324446,1.5373580503325932,0.25622634172209885,2.988668571439289,0.8483016356814335,6287943843.046056,6235713349.555696,20.57848749383326,1.3953253114462947,0.4651084371487649,2.3762327185476844,3.5632323148334883,0.5319143348719391,0.3624210294387031,False,12.102370758139427,10.559517619720909,2,13,11,12.563193488224048,7.767402942627307,0.863044771403034,1.5525812284933724,374814434.4476771,1.0,0.913727233545352
NGC3893,5,174.0,5.128264918629717,7.431992330958594,2.826822144970502,0.3533527681213128,69404693.34306891,7.431992330958594,2.826822144970502,0.3533527681213128,0,7.431992330958594,2.826822144970502,0.3533527681213128,8215685483.343805,12.735583556021489,1.2226580910512583,0.24453161821025166,3.8162642118416086,0.6337421431311963,18860639307.496395,45096068320.35536,18.75606789247306,0.3353871485206919,0.16769357426034595,4.173711808288052,10.557883951036503,1.128346806394618,2.8263188066800637,True,12.144992241496334,10.466311426704682,0,10,10,13.475097677815441,8.86992749182735,1.1087409364784186,17.464296469052815,7212881.801746195,1.0,0.31869732278816304
NGC3917,6,135.9,4.581530168562721,14.379144394635574,8.833966950156013,0.630997639296858,54628454.84464651,14.379144394635574,8.833966950156013,0.630997639296858,0,14.379144394635574,8.833966950156013,0.630997639296858,2436524130.4204984,15.678230130845842,1.815286519646936,0.16502604724063055,2.6860062051314255,0.10043843907283816,3412676999.854655,18260655456.039196,22.620076077250474,0.43936629933222304,0.05492078741652788,2.6771657570502736,6.237706728435138,0.11627161788355471,2.347995691955327,False,11.823002866846018,10.040720983601194,1,17,16,36.00364185977411,30.45846441529455,2.1756046010924677,19.707847168375938,4048994.9460243904,1.0,0.2900332344305606
NGC3949,4,163.0,199.99999993331903,5.700214026023349,1.8083937279127222,0.3616787455825444,13198053.175227305,5.700214026023349,1.8083937279127222,0.3616787455825444,0,5.700214026023349,1.8083937279127222,0.3616787455825444,19206428408.987083,10.439847847330109,0.7102971020535433,0.3551485510267717,5.5573520027583605,1.018495529603813,6713983930.102587,13431898590.889399,15.938766709725993,0.37148551728348644,0.37148551728348644,4.389490616125147,6.146413259522474,0.11769117375744569,0.45882797744420006,True,12.059907309860408,10.279518656438448,0,7,7,9.009125693847187,5.11730539573656,1.023461079147312,499.9999999999999,73752.13106737245,1.0,0.3533878844556298
NGC3953,4,220.8,3.4730729057158514,5.565606813830387,1.4067237304707154,0.23445395507845257,126354499.51191266,5.565606813830387,1.4067237304707154,0.23445395507845257,0,5.565606813830387,1.4067237304707154,0.23445395507845257,26773618682.572884,10.704160958539424,0.3069532501402446,0.1023177500467482,4.6173581693552235,1.8469432677420892,14449748766.822239,9262418513.696306,16.84305977364149,0.20752744020280356,0.20752744020280356,3.489886449375098,5.380003691353268,1.3947869036656446,0.27464285535486893,True,12.455341703820018,10.849115239736914,0,8,8,5.956372573852005,1.7974894904923335,0.29958158174872224,7.466959124288112,27732338.979244296,1.0,0.7826047039003343
NGC3972,4,132.7,4.013417486250413,11.456201526819047,6.851031340830955,0.8563789176038694,62829556.88035769,11.456201526819047,6.851031340830955,0.8563789176038694,0,11.456201526819047,6.851031340830955,0.8563789176038694,2166175012.5389647,13.169133921086278,1.6562084561160477,0.33124169122320957,1.8306442068318838,0.3951064003225964,2291998421.690797,1941163108.7476625,19.104128546257947,0.6834478023055797,0.34172390115278983,1.7664921831729425,3.4894792982188054,0.40374263973118324,0.035106694041357536,True,11.79195726524184,9.855912689188244,0,10,10,14.035459339405335,9.430289153417243,1.1787861441771554,74.47579087964095,826120.666585038,1.0,0.7264921816685075
NGC3992,4,241.0,7.188840655660587,10.133988212801352,5.739539058128914,0.8199341511612734,71334878.67712651,10.133988212801352,5.739539058128914,0.8199341511612734,0,10.133988212801352,5.739539058128914,0.8199341511612734,39281396079.94722,13.629893950852606,2.6437710641715078,0.6609427660428769,0.2271565934416957,0.0025460230296199403,19693241528.155758,19588199951.19053,20.22156768285354,2.643771064163781,2.643771064163781,6.402665573901854,0.2255360507987625,0.1788652123948743,0.0025366676900121237,True,12.56939562437314,11.054865745013934,0,9,9,7.470047655696967,3.075598501024528,0.43937121443207544,12.623735889577231,22466263.330378808,1.0,1.866153549046466
NGC4010,7,125.8,6.418610047487646,18.977132266751354,14.007318967175355,1.4007318967175355,27839884.685548615,13.519853565066722,1.0953203161267195,0.15647433087524565,1,18.977132266751354,14.007318967175355,1.4007318967175355,23687807914.017517,13.519853565066722,1.0953203161267195,0.15647433087524565,6.13767997313467,1.7968997705837868,21062103333.343147,1583701005.487512,20.456887161040253,0.5776339627362487,0.14440849068406217,6.291148898681655,3.4618618313550957,1.4623117127103846,0.07639252427234228,True,11.722386419976283,9.93432166751343,0,12,12,26.647750267121673,21.677936967545673,2.1677936967545675,499.99999998714156,85135.45601444964,0.07819628571987865,0.050526962863972624
NGC4013,3,172.9,17.17438562668177,41.49628635146391,34.32924847455169,1.009683778663285,7604230.86106436,41.49628635146391,34.32924847455169,1.009683778663285,0,41.49628635146391,34.32924847455169,1.009683778663285,5214189325.336357,42.393684133617,24.47608944133645,0.7895512723011757,0.987672121201363,0.10337042402232985,2734962900.7495155,2479228510.376918,53.14424094898369,24.47608944133481,0.8741460514762432,0.4543925072057152,1.3916878091323444,0.004745484634201876,0.47314459214346866,True,12.136729476470302,10.597113543892805,0,36,36,31.9881410904497,24.821103213537484,0.7300324474569848,337.6223722638764,99235.36594405974,1.0,1.3830669885707756
NGC4051,4,157.0,2.465218909342153,6.7749256426116435,3.191406704155533,0.7978516760388833,77491674.43323448,6.7749256426116435,3.191406704155533,0.7978516760388833,0,6.7749256426116435,3.191406704155533,0.7978516760388833,8930153352.644968,10.055317326936729,1.096519980796455,1.096519980796455,4.080145177607735,0.858000118857988,6151953722.959298,963624790.8764427,15.605198278597957,1.2711225247735174,1.2711225247735174,4.30704093607823,10.205107640174539,0.6429291385090838,2.660372427094556,False,12.011043453876235,10.677917052328027,1,7,6,7.082381993282629,3.498863054826519,0.8747157637066297,4.231658606078396,25729056.06012204,1.0,0.9121267835141864
NGC4085,5,131.5,6.09585682973553,4.482758427372581,1.2638826025043806,0.4212942008347935,27930684.413429018,4.482758427372581,1.2638826025043806,0.4212942008347935,0,4.482758427372581,1.2638826025043806,0.4212942008347935,1850559106.331308,8.6110958731502,0.5639063109796976,0.5639063109796976,2.720388658409465,0.027814977255430265,1604576235.4435482,39248017791.394135,13.887536306985139,1.0120330075123363,1.0120330075123363,5.620645134913045,8.380044463460164,2.220789238163519,1.3321833156361162,False,11.780121755125863,10.03590979845661,2,7,5,4.583685484210935,1.3648096593427346,0.45493655311424486,499.99999999993867,84418.47204956152,1.0,0.9260504524220919
NGC4088,4,171.7,199.99999999939553,8.788460037047003,4.629576953687332,0.7715961589478887,1648945.1402013595,8.788460037047003,4.629576953687332,0.7715961589478887,0,8.788460037047003,4.629576953687332,0.7715961589478887,1000000.6025437628,15.027044286849492,4.629836578450312,1.5432788594834372,11.999999999999998,0.8489478773668977,1000000.0004609318,1000000.0292528466,21.26644771846742,4.630915385028732,4.630915385028732,1.8447748483263167,1.0313177070234012,0.27880716687815005,0.06028665863211378,False,12.127655382131284,10.729513057900906,4,12,8,17.760625863334155,13.601742779974483,2.266957129995747,499.9999999999999,35550.19012314294,1.0,0.3403664536652866
NGC4100,4,158.2,4.013278451670479,21.983597918722808,15.627490258026917,0.7103404662739508,105352979.67004402,21.983597918722808,15.627490258026917,0.7103404662739508,0,21.983597918722808,15.627490258026917,0.7103404662739508,16075218741.61478,23.462593333831585,7.572324182091858,0.39854337800483464,10.188847302162454,0.9986732716314479,13952576012.323929,23448464916.366802,29.328512711781983,3.904082068998415,0.24400512931240093,3.3540567289928114,9.642787288035281,0.8245626288158739,1.4277945315053295,True,12.020963934133508,10.472712578972017,0,24,24,25.551963683338307,19.195856022642417,0.8725389101201099,7.9835376329547305,26379756.357314408,1.0,0.8141074948464687
NGC4157,3,184.7,33.573534028811856,7.998000066267345,2.581899664062925,0.19860766646637884,3665759.81760001,7.998000066267345,2.581899664062925,0.19860766646637884,0,7.998000066267345,2.581899664062925,0.19860766646637884,4375446005.992126,15.460302894917945,1.9200518894068936,0.19200518894068935,11.999999979481224,0.6484680011752837,2636300948.491345,3170726120.737021,23.453558638818617,1.789157030000935,0.255593861428705,11.972354655124771,11.999843269781442,0.6177702176367106,0.6143022553919422,False,12.22274518296926,10.722716167488494,2,17,15,17.25325373369632,11.837153331491898,0.9105502562686075,499.9999999999999,58108.335975527516,1.0,0.21811829176817082
NGC4183,6,110.6,3.402413706623849,14.226990410420687,7.956001978562388,0.37885723707439944,66992507.17359457,14.226990410420687,7.956001978562388,0.37885723707439944,0,14.226990410420687,7.956001978562388,0.37885723707439944,6582591415.746037,19.157030181670873,3.479559102025124,0.19330883900139578,3.2859106348234954,1.314364253929398,3554213019.7318487,11254611175.44702,26.32276742043818,1.238813693004982,0.08258757953366547,2.727134732448569,5.930967373391335,1.0908538929794274,2.3465841511736487,True,11.554609877554572,9.73391915101239,0,23,23,9.879339192618447,3.6083507607601475,0.17182622670286415,8.29106043669183,11303928.324569752,1.0,2.2048859731381407
NGC4217,3,181.3,18.561495425756473,11.301693824820198,6.505903279223458,0.7228781421359397,7561103.9866848495,11.301693824820198,6.505903279223458,0.7228781421359397,0,11.301693824820198,6.505903279223458,0.7228781421359397,20285404088.591175,12.622811778375596,0.633335414383743,0.1055559023972905,9.507948530462919,0.8299574894406091,8265309980.835697,8347982928.256283,20.36166826444831,1.178506082061344,0.39283536068711467,9.429129320955184,9.658986280603147,0.0998733177768882,0.1007020652796568,False,12.19853790893506,10.62991394409642,8,19,11,13.545750162703605,8.749959617106864,0.9722177352340959,499.99999999999625,69074.49624351252,1.0,0.743535234894559
NGC4559,6,121.2,6.621702568978602,14.778249775487186,7.846777969887733,0.2615592656629244,20226972.805370208,14.778249775487186,7.846777969887733,0.2615592656629244,0,14.778249775487186,7.846777969887733,0.2615592656629244,28021780050.866043,18.445886684480353,1.1172071704817212,0.04137804335117486,11.73355805869867,3.655589405221084,1937952335.3158793,18345722955.28334,28.435092941936947,0.7092057195391335,0.02955023831413056,2.4316798544709886,10.9073398773285,0.8813037655794108,3.3725632474845737,True,11.673852356139337,9.98625654359883,0,32,32,17.609811638014246,10.678339832414792,0.3559446610804931,22.72635771203599,2130587.8001025445,1.0,0.7348312652560776
NGC5005,4,262.2,16.66069359839791,5.017619767472928,0.047806467896927246,0.004780646789692725,20233241.553162865,5.017619767472928,0.047806467896927246,0.004780646789692725,0,5.017619767472928,0.047806467896927246,0.004780646789692725,7937334775.499264,12.44285857567294,0.0183253267329388,0.002617903818991257,5.295434443174229,1.2810909661554608,18038452586.381374,10968630382.034111,19.882199405919184,0.0029462076151818154,0.0007365519037954538,6.229816058877101,10.680334373725927,1.8689305220937182,0.11170616803548057,False,12.679242558710731,10.951143160107552,6,18,12,5.494071343430109,0.5242580438541083,0.052425804385410835,499.99999999954406,147846.82881773473,1.0,0.09118881142094776
NGC5033,5,194.2,7.330155046448135,50.53150768959814,44.54004314249016,2.4744468412494536,50744914.102036096,50.53150768959814,44.54004314249016,2.4744468412494536,0,50.53150768959814,44.54004314249016,2.4744468412494536,29939126697.193424,53.80320782014033,38.82454645237038,2.5883030968246916,11.999999999999998,4.799999999999999,6118109853.426021,23820865130.485374,62.79040464138912,38.824546452957186,3.2353788710797655,11.999999999218565,11.999999999999998,4.799999999687426,4.799999999999999,False,12.288092173364491,10.742367653317965,2,22,20,87.27168202464146,81.28021747753348,4.515567637640749,12.5656566141721,16909767.423898425,1.0,0.5479813480420546
NGC5055,4,179.0,17.012225605315425,159.23109111219003,153.4503475963977,9.590646724774857,6703789.584678281,66.04814990491064,51.59629111542982,3.9689454704176788,1,159.23109111219003,153.4503475963977,9.590646724774857,25156183428.99606,66.04814990491064,51.59629111542982,3.9689454704176788,11.999998381089158,1.7400635713572623,12312404048.61881,12470848017.029652,74.84052441436856,51.71755035119924,5.171755035119924,11.999999999941721,11.999999999225336,1.717496497476264,1.777295214207421,False,12.181903589588211,10.883439973667864,10,28,18,345.87897343433434,340.098229918542,21.256139369908876,69.98337439827488,526432.2147450363,0.33624095300935675,0.15170996664048444
NGC5371,4,209.5,5.2236873914599204,238.5669419215756,232.67806396324272,13.686944939014278,45352545.43566634,38.860954472765194,24.13875957693299,1.7241971126380709,1,238.5669419215756,232.67806396324272,13.686944939014278,20182387810.605225,38.860954472765194,24.13875957693299,1.7241971126380709,2.770154833709812,1.1080619334839248,9499922100.07684,13159839881.41666,39.23420075785232,15.678688924520795,1.4253353567746176,1.4935546515019513,4.884725390170621,0.5974218606007805,1.8962880259299182,True,12.386896578555476,11.230950624806642,0,19,19,183.16274369957605,177.27386574124318,10.427874455367245,13.436023587109851,6714577.259305349,0.10374316841808649,0.13616648723713734
NGC5585,7,90.3,4.158101416361154,141.49062133568424,135.13451367498834,6.1424778943176515,34520589.32329364,93.92327295939785,68.49884231661429,4.281177644788393,2,141.49062133568424,135.13451367498834,6.1424778943176515,3445311475.100311,94.95488800061221,79.06461884887248,4.1612957288880255,3.539658977193614,1.2217780289928244,7090218024.699079,4038585152.12755,93.92327295939785,68.49884231661429,4.281177644788393,6.340199158306036,3.049536662397073,1.2597887662923133,1.0359942129907735,True,11.290407747589052,9.16776026643563,0,24,24,151.3748153342401,145.0187076735442,6.591759439706555,67.73920955033569,467420.47635939426,0.5068937642485669,0.4723448678829355
NGC5907,5,215.0,7.443288924833738,177.33574710426632,171.44686914593345,10.085109949760792,49664025.7852989,73.61576486865437,58.89356997282216,4.206683569487297,1,177.33574710426632,171.44686914593345,10.085109949760792,33808466053.56658,73.61576486865437,58.89356997282216,4.206683569487297,2.1646452531970946,0.3218642111645661,28335389264.429188,21374170729.545204,74.28961273852771,50.734100905196186,4.612190991381471,5.999912068827623,0.5560275055426529,2.399964827530483,0.01797729264592149,True,12.42065987639535,10.943061489536872,0,19,19,102.95715188016918,97.0682739218363,5.709898465990371,13.29223285575206,15157933.210406765,0.34350915981261043,0.6067231608573352
NGC5985,3,293.6,4.13039671868583,133.06230991560042,126.06929479266745,4.066751444924757,306449969.5094089,53.01103369837597,25.038973206644126,1.001558928265765,2,133.06230991560042,126.06929479266745,4.066751444924757,49999999999.99999,92.68972989726626,75.20719208993386,2.685971146069066,4.125832129209057,1.5924242332446885,49999999999.99948,49999999999.99741,53.01103369837597,25.038973206644126,1.001558928265765,3.631798237862969,6.9211761536684975,1.286039638743382,1.1978971315867795,True,12.826612650380634,11.018550716122284,0,33,33,100.34085691736345,93.3478417944305,3.011220703046145,7.694546889889642,84185534.33024803,0.1986127807554014,0.2682330166966758
NGC6015,6,154.1,2.918587688088117,655.1299558053214,647.5615765374848,15.41813277470202,179104849.4557613,60.042099786452425,29.768582715106334,0.8269050754196203,2,655.1299558053214,647.5615765374848,15.41813277470202,9806262015.928728,171.2235323493416,152.3025841797503,3.905194466147444,2.272788349061679,0.8347326370214129,2451862862.341863,7375929324.980976,60.042099786452425,29.768582715106334,0.8269050754196203,1.0118528329077199,2.6980736599825206,0.2999223431626334,0.47937411262020246,True,11.986752412803792,10.20586721288659,0,44,44,355.2799776012647,347.7115983334282,8.278847579367337,7.486919389321012,27378935.160348292,0.04597027339744137,0.08561285518742057
NGC6195,3,251.7,51.91219420127034,31.47589158778918,25.4844270406812,1.4158015022600667,2166684.3191046272,23.081408065498387,8.102746697728431,0.5401831131818954,1,31.47589158778918,25.4844270406812,1.4158015022600667,3053917413.301853,23.081408065498387,8.102746697728431,0.5401831131818954,2.233825024510146,0.09163423428450547,902769862.7569925,2151139618.5898185,32.06860488856543,8.102746700133503,0.6752288916777919,2.3165890087227057,0.7554471336356976,0.111750448893831,0.14137658178272894,False,12.625994143293624,11.29123116882462,3,23,20,36.542617814548414,30.551153267440434,1.6972862926355796,499.99999999999926,52644.395490216746,0.31794894524384976,0.2652190124149535
NGC6503,6,116.3,4.3190073608138855,87.48130477066903,80.61333036169873,2.77977001247237,50022762.68829982,39.06000014687264,11.588102510991469,0.5038305439561508,2,87.48130477066903,80.61333036169873,2.77977001247237,5184427234.8456135,39.533952299485605,22.36401627705988,0.8601544721946107,3.1656289063036067,0.8248288165790837,6627921210.5590515,22222785570.31708,39.06000014687264,11.588102510991469,0.5038305439561508,3.343073798472528,8.837151097010397,0.8126971022116424,3.5348604388041585,True,11.62008364083388,9.807704112938383,0,31,31,56.5114306929992,49.64345628402891,1.7118433201389278,9.444262449939858,10679312.969044808,0.14374920945453515,0.2334265858664548
NGC6674,3,241.3,13.022138734836599,264.87669188398587,259.4605914817815,19.958507037060112,22183186.00012312,88.17419028938214,66.50978868056445,9.50139838293778,2,264.87669188398587,259.4605914817815,19.958507037060112,49999999999.99999,145.30158107061877,131.76133006510773,13.176133006510772,2.9823526215921947,0.4431316083205706,49999999957.5191,49999999974.03209,88.17419028938214,66.50978868056445,9.50139838293778,5.997266297158487,5.957226801499437,2.2418196158745074,2.352326776533749,True,12.571016462374892,11.030708990148176,0,15,15,167.141929518104,161.7258291158996,12.440448393530737,24.43825776082936,6241340.47879835,0.25633869213326976,0.41125025633908313
NGC6946,6,158.9,5.7257388183558415,70.33522201394186,62.32055564347692,1.1758595404429608,40495080.89652022,50.85005314983913,30.813387223676774,0.6162677444735355,1,70.33522201394186,62.32055564347692,1.1758595404429608,4809962222.413755,50.85005314983913,30.813387223676774,0.6162677444735355,4.097634693312164,0.380145706396093,6875103929.293868,33782545327.425564,58.00777272117705,25.94910723931728,0.552108664666325,4.184450751280925,10.829784521455139,0.5014531511626809,4.216486097611949,False,12.026716188270672,10.519650828475031,3,58,55,106.04645245558186,98.03178608511692,1.849656341228621,27.89863729038683,2652091.125441535,0.494433769171665,0.3143203694863092
NGC7331,3,239.0,42.15432689202818,13.669605630305693,7.231853980569291,0.31442843393779524,3586604.79180238,13.669605630305693,7.231853980569291,0.31442843393779524,0,13.669605630305693,7.231853980569291,0.31442843393779524,1000000.0000109355,23.326514365364318,7.232135241023313,0.36160676205116565,11.999999999999998,4.799999999999999,1000000.0002307602,1000000.0002467185,32.983423120353926,7.232416521408319,0.42543626596519524,11.999999999999998,11.999999999999998,4.799999999999999,4.799999999999999,False,12.558538199492949,11.098004791250704,11,36,25,72.66410521592333,66.22635356618693,2.8794066767907363,499.99999999999534,73580.90434772272,1.0,0.10919903620152878
NGC7814,2,218.9,6.69884047395321,15.622883269350574,10.077705824871012,0.7198361303479295,60475250.00241552,14.571278373021299,0.7083347618223932,0.0643940692565812,1,15.622883269350574,10.077705824871012,0.7198361303479295,31260634576.696243,14.571278373021299,0.7083347618223932,0.0643940692565812,5.770914334352946,1.7050883225864366,25447646019.244034,5718908957.469703,22.490726971799674,0.3100171938814264,0.0387521492351783,6.250030064455526,3.8436875999037285,1.4357618519917044,0.16213348256934132,False,12.44408178135233,10.571295298417532,2,18,16,19.8572585893447,14.312081144865136,1.0222915103475096,21.134318873419733,7330394.668554555,0.07028730289728014,0.049492086765908834
UGC00128,8,129.3,8.124987360343798,147.42764250336145,141.24555759664483,7.062277879832242,18745303.807437338,61.74282601782491,46.28761375103333,2.722800808884313,1,147.42764250336145,141.24555759664483,7.062277879832242,11438551999.462255,61.74282601782491,46.28761375103333,2.722800808884313,5.323817236148757,2.1295268944595023,7893722737.220074,3620276319.730825,70.18024039664493,45.4519007697784,3.246564340698457,4.0589547866469236,8.25825269523174,1.402091021388825,0.5211622125826874,True,11.758140071289716,9.77887447200274,0,22,22,55.85329033549365,49.671205428777014,2.4835602714388507,16.603802900915703,4471835.656248822,0.32771022705872943,0.9318802181558613
UGC01281,8,55.2,3.2410941170342644,10.236910381619806,3.799158731883405,0.16518081442971325,29473731.728494152,10.236910381619806,3.799158731883405,0.16518081442971325,0,10.236910381619806,3.799158731883405,0.16518081442971325,966475143.9707417,16.47149403806051,0.37711491371950556,0.018855745685975277,2.563338123179522,0.7721381955781716,201587144.4351633,1183679464.3247077,25.993876977351135,0.24287037840552997,0.014286492847384116,1.2765464288829158,2.5765810639833453,0.43713498668129475,0.6241440818069209,True,10.64916172983613,8.246744709723842,0,25,25,27.95038538500253,21.512633735266128,0.9353319015333099,499.9999999999852,42997.261926269355,1.0,0.1766012836287619
UGC02259,8,86.2,1.588022324223462,17.489619826759075,13.330736743399404,2.221789457233234,210404955.66624984,11.38178496843093,0.9845772600317512,0.32819242001058374,1,17.489619826759075,13.330736743399404,2.221789457233234,30601735725.031635,11.38178496843093,0.9845772600317512,0.32819242001058374,11.999999999999705,3.6636521399846878,336523810.7051084,3037364229.8117323,16.640635983199775,0.00510364976109123,0.00510364976109123,0.6437006024405318,2.0996316978808083,0.16392919437087547,0.8398526791523232,True,11.229866294122672,8.935759103745312,0,8,8,8.316950870313079,4.158067786953407,0.6930112978255679,3.6569857322094212,40648970.14409121,0.07385767786009696,0.2367872075392848
UGC02885,5,289.5,18.07981860821555,81.14207327844903,75.25319532011615,4.426658548242126,16215113.58514762,26.386144488765716,11.663949592933516,0.8331392566381083,1,81.14207327844903,75.25319532011615,4.426658548242126,14762324943.74104,26.386144488765716,11.663949592933516,0.8331392566381083,0.245833341339742,0.09833333647715925,14470239967.021397,15728074894.930882,32.35624031590647,8.800728482574947,0.8000662256886315,0.8254474503489987,7.43119172975509,0.14662646604445842,1.2710485537908052,True,12.8082902008389,11.304840450521027,0,19,19,50.07581421370814,44.18693625537526,2.5992315444338385,43.36156748116595,2951103.368766069,0.15499607084213196,0.26396828070456274
UGC02916,2,182.7,10.311183122152475,84.70766238810197,77.83968797913167,2.6841271716941955,19294058.208109457,31.22605720842552,14.056121185999789,0.5406200456153765,1,84.70766238810197,77.83968797913167,2.6841271716941955,25100389500.89511,31.22605720842552,14.056121185999789,0.5406200456153765,7.841390972338343,1.2222150182931841,18147734406.988884,7956991723.550526,37.3959834758354,9.92408583995423,0.43148199304148827,8.64845182439469,6.855059047159067,1.2135457135839014,0.42224529476642364,False,12.208560138706147,10.792927222529496,12,43,31,138.13591852487522,131.26794411590492,4.526480831582928,42.21042644119273,1482353.4661317414,0.18057782027297112,0.10707961704335625
UGC02953,2,264.9,9.85349482208871,854.5870970219698,845.6784024294628,10.067600028922177,42347685.88426553,276.25148708543975,240.61670871541168,3.084829598915534,2,854.5870970219698,845.6784024294628,10.067600028922177,27949851017.84167,326.8425772972371,304.5708408159696,3.7601338372341924,5.929773780128322,1.1917943946579732,1005925760.8492557,26923697738.475338,276.25148708543975,240.61670871541168,3.084829598915534,0.2000000000000001,5.998170602410967,0.08000000000000003,1.1388959825606908,False,12.692590371540229,11.113137489948498,29,115,86,445.0479400397137,436.1392454472067,5.192133874371509,27.183595429429438,6020577.277495257,0.28452507244381386,0.5516969894985926
UGC03205,2,219.6,6.055321958263239,399.39786327124455,391.74058047826634,8.90319501086969,65544891.315762356,66.45232903608297,47.309122053637495,1.1538810256984755,1,399.39786327124455,391.74058047826634,8.90319501086969,21652322484.353752,66.45232903608297,47.309122053637495,1.1538810256984755,2.9913158362848704,0.8210907468787989,386055612.3250476,21167267862.45256,76.98343664141066,46.35430546949791,1.2198501439341556,0.2177612542559381,3.034771323010009,0.045526913079773704,0.7495456959438813,False,12.448241503982697,10.754508872657953,2,48,46,220.8134004178831,213.1561176249049,4.844457218747839,14.773060283221835,11153202.263322035,0.1207664572199259,0.22194587976540417
UGC04278,7,91.4,6.1101697525509095,22.24375753544146,15.80600588570506,0.6872176472045678,24176879.79827799,16.962788901572917,0.8684097772319147,0.04342048886159573,1,22.24375753544146,15.80600588570506,0.6872176472045678,7295144069.696925,16.962788901572917,0.8684097772319147,0.04342048886159573,4.722424891593325,0.9748081735225345,440647613.3705182,6831181449.816643,26.286102796762414,0.5350961978168095,0.03147624693040056,3.759266376731119,4.854982602210856,0.03898239566756801,0.9841349914519163,True,11.306183083850028,8.815245591916563,0,25,25,35.01542671778141,28.577675068045007,1.2425076116541307,499.99999998831635,67251.46745628306,0.054941759702702875,0.030387698620135597
UGC04325,9,90.9,1.3684692828632878,6.569288881302734,2.410405797943062,0.40173429965717705,316568726.8762146,6.569288881302734,2.410405797943062,0.40173429965717705,0,6.569288881302734,2.410405797943062,0.40173429965717705,2102981772.6695354,10.505779453215805,0.10857174481662518,0.03619058160554173,1.488259493378806,0.567189901599358,1459721301.1108582,782276012.0692083,16.636169419755642,0.0006370863169575865,0.0006370863169575865,1.5741536821124762,4.314669853677862,0.5542260843257902,0.39364237238257666,True,11.299036146314435,9.00560944536028,0,8,8,22.238603806549772,18.0797207231901,3.01328678719835,4.2212861591277075,36847522.330275826,1.0,0.13332096412591904
UGC04499,8,72.8,2.9060792867387066,5.867242482561504,1.4727933278890644,0.2103990468412949,41144979.53149409,5.867242482561504,1.4727933278890644,0.2103990468412949,0,5.867242482561504,1.4727933278890644,0.2103990468412949,443299846.41730094,11.433214966438188,0.44709207975708937,0.11177301993927234,1.8250685327349152,0.10922773552024392,1422845986.6701257,3335083840.725652,17.624948537459286,0.04715191876952758,0.04715191876952758,1.9889038438238262,4.718408565694563,0.6142953438229817,1.2319604585478499,True,11.009738634587643,8.889861721258189,0,9,9,11.327887850565368,6.933438695892928,0.9904912422704183,13.232117721870639,2833648.5384598807,1.0,0.21241888657088495
UGC05253,2,213.7,10.98111812336002,126.08446547683286,117.50354659453608,1.654979529500508,25589399.002545036,84.93164983541394,63.479352629671986,0.9335198916128233,1,126.08446547683286,117.50354659453608,1.654979529500508,49999999999.99999,84.93164983541394,63.479352629671986,0.9335198916128233,11.999999999999998,4.6214936420652295,42690865859.64494,8098414367.4156275,87.53192913704734,53.20825360786021,0.8185885170440031,11.999999999999998,11.999999999999998,4.799999999999999,0.12000000000000001,True,12.412758063140744,10.933441730094035,0,73,73,519.1707459013742,510.5898270190774,7.191406014353203,37.133897853219,2628345.117747016,0.5402335033232416,0.12432553347229179
