HostName,RAJ2000,DEJ2000,amaj,bmin,PA,Dist,T-Type,2SXPSNAME,Favg2SXPS,Fpeak2SXPS,2SXPSSep,4XMMName,Fpeak4XMM,4XMMSep,CSC2Name,FpeakCSC2,CSC2Sep,RABdeg,DEBdeg,SepS-X,SepX-C,SepS-C
PGC011590,46.235472,-27.5050411,0.41780150911562397,0.2123097819731562,84.4000015258789,90.44821,-2.8,,,,,,,,2CXO J030457.1-273017,1.46177331256e-15,8.408971751908977,46.2380837659609,-27.5047417299533,,,
NGC1231,46.6220625,-15.5690972,0.48861861047790534,0.42166737888213773,,31.72488,5.0,,,,,4XMM J030628.0-153352,5.08899e-14,23.79999970382722,,,,46.617053991886,-15.564577440468,,,
ESO300-014,47.409333,-41.0320833,2.218043219657163,0.7708502264747797,168.97,9.59401,8.9,2SXPS J030940.3-410134,5.357e-13,7.1652e-12,31.933011661344782,,,,,,,47.41826,-41.02631,,,
NGC1232,47.439399,-20.5790414,3.396018163085922,2.883832316961252,102.01000213623047,15.19148,5.0,,,,,,,,2CXO J030940.6-203457,4.50507149695e-14,69.00353600993586,47.419266944032,-20.5825317690847,,,
NGC1232,47.439399,-20.5790414,3.396018163085922,2.883832316961252,102.01000213623047,15.19148,5.0,,,,,,,,2CXO J030946.3-203513,3.65157993768e-14,30.938282022700587,47.4430015990854,-20.5869459357094,,,
NGC1232,47.439399,-20.5790414,3.396018163085922,2.883832316961252,102.01000213623047,15.19148,5.0,,,,,,,,2CXO J030947.6-203531,6.56032363435e-14,56.5863571213411,47.448601557122,-20.5921887073159,,,
NGC1232,47.439399,-20.5790414,3.396018163085922,2.883832316961252,102.01000213623047,15.19148,5.0,,,,,,,,2CXO J030956.7-203428,5.24176786292e-14,159.31371820048005,47.4864427066645,-20.574720744976,,,
NGC1232A,47.50848,-20.6000395,0.424590237518157,0.394430058809277,,92.85387,9.0,,,,,,,,2CXO J031001.0-203553,3.43048183337e-14,15.720010956546886,47.504211035002,-20.5982789406848,,,
NGC1232A,47.50848,-20.6000395,0.424590237518157,0.394430058809277,,92.85387,9.0,,,,,,,,2CXO J031002.1-203611,9.08985368369e-15,11.327442397019837,47.5089541602088,-20.6031545513006,,,
NGC1232A,47.50848,-20.6000395,0.424590237518157,0.394430058809277,,92.85387,9.0,,,,,,,,2CXO J031002.9-203601,7.13462570243e-15,12.436963437001772,47.5121520522179,-20.6003863654426,,,
PGC011890,47.83125,1.3132778,0.2132897594007966,0.16480485608872858,5.0,139.44405,4.0,,,,,,,,2CXO J031119.1+011853,2.12095594735e-15,7.892794382297689,47.8297747114867,1.3148999819493,,,
IC0302,48.213666,4.7069722,0.9182691716741733,0.6011322173087066,35.90999984741211,84.41119,4.0,,,,,4XMM J031251.8+044242,8.2718e-14,19.805370912561568,,,,48.216100871256,4.7119095858625,,,
UGC02619,49.065834,41.18075,0.5780561210960493,0.4655539377339151,3.5,92.85387,-2.0,,,,,4XMM J031614.9+411106,2.56957e-14,18.392317308945245,,,,49.062107880583,41.185020530539,,,
IC0310,49.1791215,41.3248405,0.7481178280472159,0.7078968899785381,,58.61382,-2.0,,,,,,,,2CXO J031643.1+411849,5.64275336558e-15,39.84311654827024,49.1796594127332,41.3137803435359,,,
NGC1291,49.327476,-41.1079941,5.584316238902806,4.977027086757635,137.60000610351562,9.08,0.1,2SXPS J031713.8-411033,1.303e-13,2.6013e-13,250.7399509279314,4XMM J031713.8-411034,3.2041e-13,251.2611707533328,,,,49.307690052346,-41.176179786266,0.6057406071909733,,
PGC012206,49.306674,41.435541,0.24488940968422324,0.22854409480743781,,73.62071,-5.0,,,,,4XMM J031714.0+412555,4.82958e-14,13.494580824422725,2CXO J031714.0+412555,1.48694446775e-14,12.926229279745243,49.3084114540732,41.4321949920714,,0.5839322456531801,
NGC1291,49.327476,-41.1079941,5.584316238902808,4.977027086757635,137.60000610351562,9.08,0.1,,,,,,,,2CXO J031714.3-410717,2.51761405088e-13,68.02885542147237,49.3098974880705,-41.1214737643405,,,
PGC012243,49.430043,42.3850745,0.5874487774697646,0.2877199686685788,168.63999938964844,71.21968,-2.0,,,,,,,,2CXO J031744.2+422249,2.2207715145713e-15,20.610143233747518,49.4345026669566,42.3803921375414,,,
NGC1313,49.5655215,-66.4978677,5.533118919888333,4.570566207351252,23.3799991607666,4.24619,7.0,,,,,4XMM J031747.4-663009,6.47937e-13,169.8769636723854,,,,49.4477949806808,-66.5026721661653,,,
NGC1265,49.5653235,41.8575695,0.950539139961648,0.816525973947168,165.0,111.07083,-4.1,,,,,,,,2CXO J031813.4+415137,1.18885647193e-15,27.12713206221439,49.555927224422,41.8603633288206,,,
NGC1265,49.5653235,41.8575695,0.950539139961648,0.816525973947168,165.0,111.07083,-4.1,,,,,4XMM J031813.3+415212,2.75619e-14,52.653123707088454,2CXO J031813.5+415212,3.64918508802e-14,51.05332702837132,49.5563845569762,41.870091362681,,2.4277401574946853,
NGC1265,49.5653235,41.8575695,0.950539139961648,0.816525973947168,165.0,111.07083,-4.1,,,,,,,,2CXO J031813.7+415111,9.6913606374e-16,26.55736876747706,49.5573774676064,41.8531657852257,,,
NGC1265,49.5653235,41.8575695,0.950539139961648,0.816525973947168,165.0,111.07083,-4.1,,,,,,,,2CXO J031815.5+415150,9.38132795962e-16,23.054912833585384,49.5646661556062,41.8639549022763,,,
NGC1265,49.5653235,41.8575695,0.950539139961648,0.816525973947168,165.0,111.07083,-4.1,,,,,,,,2CXO J031816.3+415127,1.27246700348e-15,7.979637837869673,49.5682987501986,41.857518740908,,,
NGC1265,49.5653235,41.8575695,0.950539139961648,0.816525973947168,165.0,111.07083,-4.1,,,,,,,,2CXO J031816.8+415128,7.76308270991e-16,12.743727813327732,49.5700610922856,41.8578526883024,,,
NGC1313,49.5655215,-66.4978677,5.533118919888333,4.570566207351252,23.3799991607666,4.24619,7.0,2SXPS J031818.4-663002,2.957e-13,1.1718e-12,18.888969814643417,4XMM J031818.3-663002,4.89662e-13,19.037247375002487,,,,49.5766173515857,-66.5007637891666,0.6629029951678783,,
NGC1313,49.5655215,-66.4978677,5.533118919888333,4.570566207351252,23.3799991607666,4.24619,7.0,2SXPS J031819.8-662909,4.385e-12,1.287e-11,49.22409735355719,4XMM J031819.9-662910,1.22784e-11,48.40238994199387,,,,49.5830052739027,-66.4863726381794,1.1120889839621488,,
NGC1313,49.5655215,-66.4978677,5.533118919888333,4.570566207351252,23.3799991607666,4.24619,7.0,2SXPS J031820.8-663033,5.294e-14,9.4803e-13,51.696482765818466,4XMM J031820.9-663034,6.28904e-13,52.62062015792938,,,,49.5871657179149,-66.5096654560853,0.9703394218680356,,
PGC012378,49.8239055,41.6442723,0.3459154854594684,0.2811706625951748,64.26000213623047,89.94978,-5.0,,,,,,,,2CXO J031918.3+413847,1.3581162382248e-14,10.776755490605117,49.826355129105,41.6466409356506,,,
PGC012425,49.9458525,0.5845571,0.4497487907650176,0.3491162020385857,91.11000061035156,103.75284,0.5,,,,,4XMM J031945.7+003511,2.72312e-14,19.60979678414787,,,,49.940809331476,0.58661640153729,,,
NGC1275,49.9510875,41.5115451,1.078872204576336,0.72605580879387,110.0,62.51726,-2.2,,,,,,,,2CXO J031947.4+413052,9.6500217488307e-14,14.179588913186977,49.9475720425199,41.5144750237687,,,
NGC1302,49.9627635,-26.0605611,2.127992065668714,1.9452257249714042,,21.84741,0.1,,,,,,,,2CXO J031952.1-260459,2.73624254169e-14,82.35234309251359,49.9670871721654,-26.0831046620013,,,
NGC1278,49.975728,41.5631945,0.714446979255552,0.651583389226152,,66.98849,-4.8,,,,,,,,2CXO J031956.0+413315,1.49917360862e-14,38.59085604208306,49.9837291486476,41.5543025587535,,,
NGC1313A,50.023899,-66.7011379,0.6236917571214717,0.1644258154379916,29.600000381469727,76.59493,3.1,,,,,4XMM J032004.9-664213,6.72196e-14,10.642187864140142,,,,50.0206123443106,-66.7037929296161,,,
IC0313,50.241222,41.8938359,0.6280149818474374,0.4374918876137181,42.130001068115234,78.70456,-4.0,,,,,4XMM J032059.3+415410,1.41146e-14,36.99391495480117,,,,50.247454328115,41.90300533303,,,
UGC02688,50.3329425,41.9319302,0.532071509112158,0.3944300588092772,,44.58615,2.8,,,,,4XMM J032120.7+415524,1.90423e-14,31.658410981679285,,,,50.33650702473,41.923545596503,,,
NGC1309,50.5273125,-15.4000556,1.1802391165902886,1.1040023665094498,,31.18891,3.9,2SXPS J032206.2-152338,1.032e-13,3.7515e-12,21.695951362677828,,,,,,,50.52623,-15.39412,,,
NGC1316,50.674956,-37.208308,6.775947061755183,3.88123558314346,50.15999984741211,17.45821,-1.8,,,,,4XMM J032237.7-371323,1.57611e-13,73.68973131231293,,,,50.657205410073,-37.223112408439,,,
NGC1316,50.674956,-37.208308,6.775947061755183,3.88123558314346,50.16,17.45821,-1.8,2SXPS J032240.5-371135,1.558e-13,1.1196e-11,56.71532315174414,,,,,,,50.66906,-37.19327,,,
NGC1316,50.674956,-37.208308,6.775947061755183,3.88123558314346,50.16,17.45821,-1.8,2SXPS J032241.2-371250,0.0,1.277e-12,22.63441729457486,,,,,,,50.67174,-37.21405,,,
NGC1316,50.674956,-37.208308,6.775947061755183,3.88123558314346,50.16,17.45821,-1.8,2SXPS J032243.1-371107,5.25e-14,7.2871e-13,84.07858102299699,,,,,,,50.67992,-37.18529,,,
NGC1316,50.674956,-37.208308,6.77594706175518,3.8812355831434617,50.15999984741211,17.45821,-1.8,2SXPS J032251.1-370948,2.642e-14,1.6159e-13,194.8432314064784,4XMM J032251.2-370948,5.23082e-14,195.18157552616606,2CXO J032251.2-370948,4.75238351948e-14,195.26424557901305,50.7134966484313,-37.1635953695803,0.5953517484111974,0.29974604350889356,
NGC1316,50.674956,-37.208308,6.775947061755183,3.88123558314346,50.15999984741211,17.45821,-1.8,,,,,4XMM J032305.7-371111,3.62053e-14,294.3914508006448,,,,50.773866178381,-37.1864054985313,,,
PGC2171536,51.233301,40.8272352,0.3154786722400967,0.19009469816028063,24.420000076293945,83.79151,-5.0,,,,,4XMM J032455.0+404925,6.5963e-15,16.52547545003972,,,,51.229425722691,40.823703534801,,,
NGC1332,51.57177,-21.3353431,2.66054129633397,1.922958910226766,120.93000030517578,24.5471,-2.9,,,,,4XMM J032614.7-212125,4.68901e-14,85.68794077190609,2CXO J032614.8-212126,6.09896808441e-14,85.4809929407043,51.5620176626163,-21.3572817733654,,1.2436437709472559,
NGC1332,51.57177,-21.3353431,2.66054129633397,1.922958910226766,120.93000030517578,24.5471,-2.9,,,,,,,,2CXO J032620.1-212029,1.6390125015915e-14,46.45198610625847,51.5838746010604,-21.3416180430039,,,
NGC1332,51.57177,-21.3353431,2.660541296333971,1.9229589102267677,120.93000030517578,24.5471,-2.9,,,,,4XMM J032620.7-212151,1.7867e-14,115.2333428751576,,,,51.586337079164,-21.364334791712,,,
NGC1340,52.081809,-31.0681613,2.558409177701538,1.5666428621577961,164.9600067138672,18.62087,-4.0,,,,,4XMM J032820.7-310423,5.89683e-14,22.98646592815305,2CXO J032820.7-310423,4.04206269682e-14,23.649829757156294,52.0865747127338,-31.0733085730902,,0.8129728125006267,
NGC1340,52.081809,-31.0681613,2.5584091777015394,1.5666428621577932,164.9600067138672,18.62087,-4.0,,,,,4XMM J032821.7-310319,2.43634e-14,53.697838850955236,,,,52.090705767242,-31.055339121955,,,
UGC02755,52.349409,39.7922826,0.657612416096118,0.444600558928974,47.0,108.04384,-5.0,,,,,4XMM J032921.1+394719,6.90565e-15,33.94586931475354,2CXO J032921.2+394717,2.68448490253e-15,33.27680312409129,52.3385590363128,39.7882904403131,,1.9978952123809048,
UGC02755,52.349409,39.7922826,0.657612416096118,0.444600558928974,47.0,108.04384,-5.0,,,,,,,,2CXO J032923.3+394718,2.61800491676e-15,14.565990707418859,52.3473052280608,39.7885734406718,,,
ESO418-007,52.48671,-28.774652,0.5046264430383423,0.3483132570553844,140.52999877929688,138.03847,3.2,,,,,4XMM J032954.8-284623,5.75629e-14,26.371428759219402,,,,52.478500185654,-28.773281810523,,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,,,,,4XMM J033321.1-360815,4.00777e-14,185.12425192436282,,,,53.3380934416165,-36.1375947723909,,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033323.1-360752,3.505e-14,3.5667e-13,163.7399032413255,4XMM J033323.1-360753,4.66219e-14,164.32705982573967,,,,53.3462589913699,-36.1314967068491,1.0883788591204966,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033326.3-360851,1.048e-14,5.1939e-13,124.20282603691128,4XMM J033326.2-360847,4.534e-14,124.94659447736059,,,,53.3593389843188,-36.1465278594607,3.9240130403469293,,
NGC1365,53.4016665,-36.1405075,6.01132217308704,3.068810025823974,23.389999389648438,16.98243,3.2,2SXPS J033331.6-360808,2.81e-14,1.5398e-12,60.36547609326208,,,,2CXO J033331.5-360808,3.38627016183e-14,60.786369664170564,53.3816064229443,-36.1357481461048,,,0.620945756660832
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033332.2-360642,7.353e-14,5.1121e-13,114.72692014284796,4XMM J033332.1-360643,5.40622e-14,114.6137338155801,,,,53.3839667084347,-36.1120607944726,1.079480065824872,,
NGC1365,53.4016665,-36.1405075,6.01132217308704,3.068810025823974,23.389999389648438,16.98243,3.2,2SXPS J033334.2-361102,3.695e-14,2.4845e-13,159.1722481438744,4XMM J033334.1-361102,1.12856e-13,158.85828372101366,2CXO J033334.1-361102,5.58092627929e-14,159.04080662941817,53.3922924142355,-36.1840324218084,0.8886384136668046,0.3290431513732914,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033334.5-360937,1.09e-13,1.0259e-12,74.81140305777082,4XMM J033334.6-360936,1.96847e-13,73.84551685617937,,,,53.3943283488949,-36.1601456962633,1.0452500176733721,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.39,16.98243,3.2,2SXPS J033337.2-361027,1.143e-14,5.2734e-13,122.17191603144781,,,,,,,53.4054,-36.17431,,,
NGC1365,53.4016665,-36.1405075,6.01132217308704,3.068810025823974,23.389999389648438,16.98243,3.2,,,,,4XMM J033337.9-360935,4.87607e-14,71.88756116249694,2CXO J033338.0-360935,5.02019471673e-14,71.94112036912585,53.4084132852617,-36.1597342243317,,0.26250018399902264,
NGC1358,53.415417,-5.0895417,1.0640695229913562,0.5847496955099355,,56.36377,0.0,,,,,4XMM J033338.2-050549,1.92182e-14,35.24043775686621,,,,53.4092755129861,-5.09718396042242,,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.39,16.98243,3.2,2SXPS J033339.8-361037,1.694e-14,2.307e-13,138.22635872614367,,,,,,,53.41611,-36.17709,,,
NGC1365,53.4016665,-36.1405075,6.01132217308704,3.068810025823974,23.389999389648438,16.98243,3.2,2SXPS J033340.1-360720,4.476e-14,3.2042e-13,79.69050246418178,,,,2CXO J033340.2-360726,3.31729514414e-14,75.53411927684489,53.4178201108519,-36.1240752673205,,,6.990886810161316
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033340.6-360511,2.975e-14,1.0605e-13,201.48406328632586,4XMM J033340.6-360511,3.91393e-14,201.0502664209851,,,,53.4192661906348,-36.0865003609306,0.4900668329990978,,
NGC1365,53.4016665,-36.1405075,6.01132217308704,3.068810025823974,23.389999389648438,16.98243,3.2,,,,,,,,2CXO J033341.8-360731,2.36592013686e-13,85.40501948922021,53.4243027547488,-36.12538892084,,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033341.8-360731,1.39e-13,1.4063e-12,85.34581652692694,4XMM J033341.8-360736,5.69594e-14,82.14163644923823,,,,53.4243788147528,-36.1269377102137,4.998923791573033,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.39,16.98243,3.2,2SXPS J033342.0-360814,0.0,7.3217e-13,68.75419404384584,,,,,,,53.425,-36.1374,,,
NGC1365,53.4016665,-36.1405075,6.01132217308704,3.068810025823974,23.389999389648438,16.98243,3.2,,,,,,,,2CXO J033344.2-360717,4.6306799698e-14,117.07123929439777,53.434453800984,-36.1216322264783,,,
NGC1365,53.4016665,-36.1405075,6.011322173087066,3.0688100258239723,23.389999389648438,16.98243,3.2,2SXPS J033345.4-361016,2.552e-14,1.1072e-13,155.44117659937265,4XMM J033345.4-361014,3.13517e-14,154.27446974716062,,,,53.4394151619782,-36.1706322501861,2.0813014195260986,,
NGC1366,53.4735795,-31.1941097,1.023222318362337,0.4677028370737759,3.54,19.23092,-2.2,2SXPS J033352.7-311241,2.128e-14,2.368e-14,64.25825502503139,,,,,,,53.46959,-31.21163,,,
NGC1367,53.755542,-24.9332222,2.443261796714168,1.632939160861679,134.54,29.3765,1.1,2SXPS J033459.7-245527,1.813e-14,1.1704e-13,38.04416961276355,,,,,,,53.74906,-24.92444,,,
NGC1367,53.755542,-24.9332222,2.443261796714168,1.632939160861679,134.54,29.3765,1.1,2SXPS J033500.2-245437,8.601e-15,2.7559e-14,83.85904932936074,,,,,,,53.75097,-24.9103,,,
NGC1367,53.755542,-24.9332222,2.443261796714166,1.6329391608616801,134.5399932861328,29.3765,1.1,2SXPS J033505.9-245711,2.323e-14,1.4422e-13,95.83908378746986,,,,2CXO J033506.0-245712,1.63575675332e-14,97.37595625812496,53.7751642024774,-24.9535959262106,,,1.537063213644978
NGC1374,53.8190985,-35.2263035,1.442015751563303,1.3365032043316556,,20.51162,-4.5,2SXPS J033523.0-351313,2.452e-13,2.4516e-13,82.34823729055154,,,,,,,53.84619,-35.22052,,,
NGC1380,54.114948,-34.9760931,2.2907094335726677,1.1090982099001097,6.039999961853027,18.62087,-2.3,,,,,4XMM J033623.2-345835,3.26284e-14,53.59666679912263,,,,54.096786149605,-34.976527550956,,,
NGC1380,54.114948,-34.9760931,2.2907094335726677,1.1090982099001097,6.039999961853027,18.62087,-2.3,,,,,4XMM J033625.2-345918,1.17829e-13,52.891344839340945,,,,54.105179052622,-34.9884134984132,,,
NGC1380A,54.197838,-34.7395814,1.3802889281101731,0.38812355831434586,175.8800048828125,19.86095,-1.9,,,,,4XMM J033647.9-344450,5.98444e-14,28.640472322510792,,,,54.199818329208,-34.747368888477,,,
PGC074785,54.268914,-35.5906266,0.35397289219206896,0.326565276323736,,381.94427,-4.3,,,,,,,,2CXO J033705.9-353531,5.41381399536e-15,17.7804193697469,54.2747171124989,-35.5920841935447,,,
NGC1389,54.2987985,-35.7460455,1.28816057850129,0.716093949636774,29.3700008392334,19.23092,-2.8,,,,,4XMM J033713.6-354348,2.53216e-14,61.529606560901456,2CXO J033713.6-354349,5.71940732793e-14,61.08564139342948,54.3066872424702,-35.7303318317578,,0.49113614011452333,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033817.3-352805,1.83367e-14,156.65199090903153,,,,54.5722461509637,-35.4681968669619,,,
NGC1399,54.62112,-35.4506257,4.25569019101188,3.8456522014330496,,22.08004,-4.6,,,,,4XMM J033821.9-352928,2.63083e-14,170.0219724456262,2CXO J033821.9-352928,2.20199871892e-14,170.45976743837412,54.5913289791872,-35.4912873160911,,0.45139743995153614,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033825.2-352522,2.47491e-14,110.13541246168911,,,,54.6053340507583,-35.4228674800006,,,
NGC1395,54.623766,-23.0274404,2.4097389881256372,2.0182269648380253,116.91999816894531,23.76839,-4.9,,,,,4XMM J033827.2-230240,6.97437e-14,70.7625913234107,,,,54.613412005181,-23.044632828363,,,
NGC1399,54.62112,-35.4506257,4.25569019101188,3.8456522014330496,,22.08004,-4.6,,,,,4XMM J033829.7-352505,3.7064e-14,117.12986461459457,2CXO J033829.6-352504,2.7032217983e-14,117.70690056522483,54.6235491931963,-35.4179893005279,,1.3569907631174036,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,2SXPS J033829.9-352612,3.46e-14,3.9663e-13,51.18418852750032,,,,,,,54.62498,-35.43676,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,2SXPS J033830.3-352636,0.0,1.6508e-12,30.366642434938328,,,,,,,54.62638,-35.44336,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033831.2-352412,2.37279e-14,172.25918227083133,,,,54.630175130447,-35.403348255265,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033831.7-353057,4.15136e-14,237.4059867161891,,,,54.6322148986407,-35.5159500337349,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033831.8-352603,6.45479e-14,67.38358046021564,,,,54.6325738883286,-35.4343999564768,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033832.6-352704,1.42066e-13,43.46159393578323,,,,54.6359278662742,-35.451116545335,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033833.4-352302,5.5123e-14,245.55961481452402,,,,54.6391858151997,-35.3840225409132,,,
NGC1395,54.623766,-23.0274404,2.4097389881256372,2.0182269648380253,116.91999816894531,23.76839,-4.9,,,,,4XMM J033834.1-230029,2.93351e-14,92.41521389480641,,,,54.64208873199,-23.008085758359,,,
NGC1399,54.62112,-35.4506257,4.255690191011882,3.8456522014330483,,22.08004,-4.6,,,,,4XMM J033836.7-352747,3.70731e-14,104.33424950827762,,,,54.6532078884838,-35.463147064826,,,
NGC1399,54.62112,-35.4506257,4.25569019101188,3.8456522014330496,,22.08004,-4.6,,,,,4XMM J033838.8-352554,2.26386e-14,137.03628279774028,2CXO J033838.7-352554,2.53279775081e-14,136.49736138909108,54.6615932900346,-35.4319085201092,,0.552852761480775,
NGC1399,54.62112,-35.4506257,4.25569019101188,3.8456522014330496,,22.08004,-4.6,,,,,4XMM J033845.3-352737,2.73225e-14,202.36598617215355,2CXO J033845.3-352737,1.91477347069e-14,202.0693060965978,54.6889868310747,-35.4603475111679,,0.36362537961043484,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033847.7-261918,1.86534839027e-14,82.27605003990577,54.6988524414161,-26.3217657556129,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033847.7-261907,6.66280151009e-14,89.84636714938492,54.6990772984145,-26.3187109900883,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033849.6-261955,5.24677373284e-14,38.00328444136523,54.7070830346382,-26.3321567408682,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033851.1-262017,1.19331915886e-14,12.943049279847344,54.7130704644935,-26.3381152569206,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033852.1-262109,1.69457659041e-14,53.95834994927504,54.7172018129141,-26.3527518143283,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033853.5-261942,1.88391553418e-14,38.82565992692569,54.7233041849582,-26.3285429165424,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033853.6-262053,1.4632114925e-14,43.13299194635687,54.7234307251694,-26.348299077076,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033854.6-262219,1.05012494973e-14,127.70995256276511,54.7276472080523,-26.3719476161935,,,
NGC1404,54.7163115,-35.5942321,2.505936168136362,2.132897594007966,163.39999389648438,18.79318,-4.8,,,,,,,,2CXO J033854.7-353500,2.57636351606e-14,51.874206672289084,54.7282724624854,-35.583600880609,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033900.3-261928,1.23825945413e-14,120.38977380443448,54.7513027049021,-26.3244733978584,,,
NGC1398,54.717063,-26.3377639,3.475121587943982,2.4601976784072543,100.52999877929688,28.57589,2.0,,,,,,,,2CXO J033903.4-261956,1.13480417658e-14,154.5015220270891,54.7645550807806,-26.3322633734973,,,
PGC132167,54.91248,-35.4208196,0.24432617967141662,0.1836411502490424,129.5,199.52623,5.0,,,,,,,,2CXO J033938.1-352512,4.60848023152e-15,10.57122020279573,54.9090055045999,-35.4200413410527,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.760387196403784,,28.18383,-4.5,,,,,,,,2CXO J034005.8-183432,1.13434101422e-14,87.24783530289275,55.0245610073731,-18.575790998637,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.760387196403784,,28.18383,-4.5,,,,,,,,2CXO J034008.9-183447,1.17886064881e-14,42.69731878232055,55.0371497810352,-18.5799417284755,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.7603871964037863,,28.18383,-4.5,,,,,4XMM J034010.1-183257,1.10961e-14,114.96814192744773,,,,55.042427347626,-18.549264202017,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.7603871964037863,,28.18383,-4.5,,,,,4XMM J034010.2-183225,2.42633e-14,145.92781437635813,,,,55.042850473705,-18.540437458428,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.760387196403784,,28.18383,-4.5,,,,,,,,2CXO J034011.2-183435,2.3185262719104e-14,17.603735190518474,55.046772607699,-18.5763987963389,,,
NGC1427A,55.038822,-35.6245057,1.1323221537965298,0.7095287608445461,84.0999984741211,10.86426,9.9,,,,,4XMM J034012.2-353741,1.77861e-13,38.35971779664674,,,,55.051177002364,-35.628067463639,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.7603871964037863,,28.18383,-4.5,,,,,4XMM J034013.2-183328,1.60437e-14,83.40235846249821,,,,55.055335433092,-18.557925261275,,,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.760387196403784,,28.18383,-4.5,,,,,4XMM J034014.4-183240,1.85866e-14,134.5117094788776,2CXO J034014.5-183240,1.4554555765e-14,134.17233119211667,55.0604710124996,-18.5446263656293,,1.0197074072130954,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.760387196403784,,28.18383,-4.5,,,,,4XMM J034014.5-183636,2.06773e-14,113.16127282149438,2CXO J034014.5-183637,1.94938998959e-14,114.38582226479389,55.0605145370355,-18.6105162329218,,1.2332854291463058,
NGC1407,55.0496505,-18.5804571,2.992057975301598,2.7603871964037863,,28.18383,-4.5,,,,,4XMM J034018.2-183602,3.22312e-14,115.05435235089298,,,,55.075842241017,-18.6005848776983,,,
NGC1416,55.2619995,-22.7191667,0.7498424177511867,0.503465834425902,171.81,28.23579,-4.4,2SXPS J034104.4-224334,3.47e-14,3.4696e-14,33.03002147188544,,,,,,,55.2684,-22.72619,,,
